"","year","FSTATE","post74","dcpoverty","dcunemp","dcblack_per","dcp15t17","dcp18t24","dcp25t34","dcpolice_per1","dcprison_per1","robmin","robmax","mmdate","addondate","mmterm","addonterm","addonminfrac","addonmaxfrac","addontermpost","addonminpost","addonmaxpost","rmurder","rrapetot","rrobtot","rrobgun","raslttot","rasltgun","rburgtot","rlarceny","ralloffense","amurder","arapetot","arobtot","arobgun","aaslttot","aasltgun","aburgtot","alarceny","aalloffense","jmurder","jrapetot","jrobtot","jrobgun","jaslttot","jasltgun","jburgtot","jlarceny","jalloffense","lnrmurder","pcrmurder","lnpcrmurder","lnrrapetot","pcrrapetot","lnpcrrapetot","lnrrobtot","pcrrobtot","lnpcrrobtot","lnrrobgun","pcrrobgun","lnpcrrobgun","lnraslttot","pcraslttot","lnpcraslttot","lnrasltgun","pcrasltgun","lnpcrasltgun","lnrburgtot","pcrburgtot","lnpcrburgtot","lnrlarceny","pcrlarceny","lnpcrlarceny","lnralloffense","pcralloffense","lnpcralloffense","lnamurder","pcamurder","lnpcamurder","lnarapetot","pcarapetot","lnpcarapetot","lnarobtot","pcarobtot","lnpcarobtot","lnarobgun","pcarobgun","lnpcarobgun","lnaaslttot","pcaaslttot","lnpcaaslttot","lnaasltgun","pcaasltgun","lnpcaasltgun","lnaburgtot","pcaburgtot","lnpcaburgtot","lnalarceny","pcalarceny","lnpcalarceny","lnaalloffense","pcaalloffense","lnpcaalloffense","lnjmurder","pcjmurder","lnpcjmurder","lnjrapetot","pcjrapetot","lnpcjrapetot","lnjrobtot","pcjrobtot","lnpcjrobtot","lnjrobgun","pcjrobgun","lnpcjrobgun","lnjaslttot","pcjaslttot","lnpcjaslttot","lnjasltgun","pcjasltgun","lnpcjasltgun","lnjburgtot","pcjburgtot","lnpcjburgtot","lnjlarceny","pcjlarceny","lnpcjlarceny","lnjalloffense","pcjalloffense","lnpcjalloffense","rrobfrac","lnrrobfrac","addonyr","mmyr","relyr","mmrelyr","yaddon","ymm","everaddon","evermm","addonpre70","mmpre70","timey","timeysq"
"196",1970,8,0,11.6999998092651,3.29999995231628,2.96765398979187,6.20509433746338,12.9497623443604,12.9497623443604,148.476455688477,97.2760848999023,4,8,79,79,NA,NA,NA,NA,NA,NA,NA,97,613,2511,1554,2797,883,22703,46918,86211,74,302,851,601,1865,609,4794,8697,18375,3,25,202,116,325,73,1919,3737,7224,4.57471084594727,7.40908193588257,2.00270652770996,6.41836500167847,46.8223457336426,3.84636044502258,7.82843637466431,191.795928955078,5.256432056427,7.34858751296997,118.698081970215,4.77658319473267,7.93630266189575,213.641265869141,5.36429834365845,6.7833251953125,67.4455642700195,4.2113208770752,10.030252456665,1734.10717773438,7.45824813842773,10.7561569213867,3583.70434570312,8.18415260314941,11.3645534515381,6584.99365234375,8.79254817962646,4.30406522750854,5.65228939056396,1.73206067085266,5.71042680740356,23.0674514770508,3.13842248916626,6.74641227722168,65.0013275146484,4.17440748214722,6.39859485626221,45.9057579040527,3.8265905380249,7.53101634979248,142.452972412109,4.95901203155518,6.4118185043335,46.5168151855469,3.83981394767761,8.47512054443359,366.176696777344,5.90311622619629,9.07073307037354,664.296752929688,6.49872875213623,9.81874656677246,1403.52453613281,7.246741771698,1.0986123085022,0.229146867990494,-1.4733921289444,3.21887588500977,1.90955722332001,0.646871387958527,5.30826759338379,15.4292230606079,2.73626327514648,4.75359010696411,8.8603458404541,2.18158578872681,5.78382539749146,24.8242435455322,3.21182084083557,4.29045963287354,5.5759072303772,1.71845507621765,7.55955934524536,146.577621459961,4.98755502700806,8.22603797912598,285.440612792969,5.65403413772583,8.88516426086426,551.78564453125,6.31315946578979,0.618876934051514,-0.479848831892014,1976,1976,-6,-6,0,0,1,1,0,0,6,36
"197",1971,8,0,11.1000003814697,4,3.02148628234863,5.94746589660645,13.7616548538208,13.5011825561523,150.585952758789,92.8965606689453,4,8,79,79,NA,NA,NA,NA,NA,NA,NA,116,627,2659,1749,3164,1153,24159,49167,89823,77,273,867,610,2087,762,5542,10182,20874,7,33,219,121,324,83,2364,4368,8325,4.75359010696411,8.67489528656006,2.16043329238892,6.44094657897949,46.8893013000488,3.84778952598572,7.88570547103882,198.849533081055,5.29254865646362,7.46679925918579,130.796478271484,4.8736424446106,8.05959224700928,236.615234375,5.46643543243408,7.05012273788452,86.2254638671875,4.45696544647217,10.0924119949341,1806.69641113281,7.49925518035889,10.8029775619507,3676.88403320312,8.20982074737549,11.4055967330933,6717.28515625,8.81243896484375,4.34380531311035,5.75833559036255,1.75064849853516,5.60947179794312,20.4159164428711,3.01631474494934,6.76503896713257,64.8373641967773,4.17188215255737,6.41345882415771,45.6179809570312,3.82030200958252,7.64348268508911,156.073318481445,5.05032587051392,6.63594675064087,56.9850845336914,4.04278945922852,8.62011051177979,414.450592041016,6.02695369720459,9.2283763885498,761.446350097656,6.63521957397461,9.94625949859619,1561.03234863281,7.353102684021,1.94591009616852,0.523485004901886,-0.647246897220612,3.49650764465332,2.46785807609558,0.903350591659546,5.38907194137573,16.3776035308838,2.79591464996338,4.79579067230225,9.04881286621094,2.20263361930847,5.78074359893799,24.2298793792725,3.18758654594421,4.4188404083252,6.2070369720459,1.82568359375,7.76811027526855,176.788375854492,5.17495346069336,8.38206005096436,326.654663085938,5.78890371322632,9.02701854705811,622.573303222656,6.43386125564575,0.657766103744507,-0.418905884027481,1976,1976,-5,-5,0,0,1,1,0,0,7,49
"198",1972,8,0,10.6000003814697,3.59999990463257,3.04419565200806,5.98858165740967,13.931770324707,14.3892307281494,148.556411743164,84.9575958251953,4,8,79,79,NA,NA,NA,NA,NA,NA,NA,142,640,2841,2014,3289,1158,27143,47289,92272,108,337,960,747,2153,785,6004,10814,22365,10,42,228,141,346,83,2422,4475,8519,4.95582723617554,10.1875371932983,2.32116508483887,6.46146821975708,45.915657043457,3.82680606842041,7.95191144943237,203.822479248047,5.3172492980957,7.6078782081604,144.490844726562,4.97321605682373,8.09833908081055,235.963439941406,5.46367692947388,7.05444955825806,83.0786437988281,4.41978788375854,10.2088747024536,1947.326171875,7.57421255111694,10.7640333175659,3392.6650390625,8.12937068939209,11.4324960708618,6619.89013671875,8.7978343963623,4.68213129043579,7.74826717376709,2.04746913909912,5.8200831413269,24.1774635314941,3.18542098999023,6.86693334579468,68.8734893798828,4.23227119445801,6.61606502532959,53.5921821594238,3.9814031124115,7.67461729049683,154.463150024414,5.03995561599731,6.66568374633789,56.3184242248535,4.03102159500122,8.70018100738525,430.746276855469,6.06551933288574,9.28859710693359,775.831115722656,6.65393495559692,10.0152521133423,1604.53698730469,7.38059043884277,2.30258512496948,0.717432141304016,-0.332076907157898,3.7376697063446,3.01321506500244,1.10300767421722,5.42934560775757,16.3574542999268,2.79468369483948,4.94876003265381,10.1157932281494,2.31409788131714,5.84643888473511,24.8231525421143,3.21177673339844,4.4188404083252,5.95468711853027,1.78417861461639,7.79234886169434,173.762069702148,5.15768671035767,8.4062614440918,321.050903320312,5.77159976959229,9.0500545501709,611.180480957031,6.41539239883423,0.708905339241028,-0.344033271074295,1976,1976,-4,-4,0,0,1,1,0,0,8,64
"199",1973,8,0,10.1000003814697,4.09999990463257,3.07716608047485,6.05015707015991,14.1838121414185,15.1053590774536,153.540588378906,80.0556945800781,4,8,79,79,NA,NA,NA,NA,NA,NA,NA,139,727,3407,2401,3389,1099,27517,46803,92849,96,322,925,680,2145,695,5111,11225,21762,5,40,221,132,358,80,2563,5041,9450,4.93447399139404,9.57755374908447,2.25942230224609,6.58892631530762,50.0926742553711,3.91387486457825,8.13358783721924,234.753433227539,5.45853567123413,7.78364038467407,165.436737060547,5.10858869552612,8.1282901763916,233.513168334961,5.45323848724365,7.00215578079224,75.7246932983398,4.32710409164429,10.2225589752197,1896.01123046875,7.54750776290894,10.7537021636963,3224.87963867188,8.07865047454834,11.4387302398682,6397.599609375,8.76367855072021,4.5643482208252,6.61471366882324,1.88929653167725,5.77455139160156,22.1868515014648,3.09949994087219,6.82979393005371,63.735523223877,4.15474224090576,6.52209281921387,46.8542213439941,3.84704113006592,7.67089462280273,147.797500610352,4.99584293365479,6.54391193389893,47.8877716064453,3.86886024475098,8.53915023803711,352.164581298828,5.86409854888916,9.32589912414551,773.439147949219,6.6508469581604,9.9879207611084,1499.47290039062,7.31286907196045,1.60943794250488,0.344516336917877,-1.06561374664307,3.68887948989868,2.75613069534302,1.01382780075073,5.39816284179688,15.2276220321655,2.72311091423035,4.88280200958252,9.09523105621338,2.20775032043457,5.88053321838379,24.6673698425293,3.20548129081726,4.38202667236328,5.51226139068604,1.70697498321533,7.84893369674683,176.599075317383,5.17388200759888,8.52536010742188,347.341369628906,5.85030794143677,9.15377044677734,651.135864257812,6.47871828079224,0.704725563526154,-0.349946826696396,1976,1976,-3,-3,0,0,1,1,0,0,9,81
"200",1974,8,0,9.60000038146973,4.09999990463257,3.16371273994446,6.09919738769531,14.2445774078369,15.8579130172729,144.602752685547,75.8873977661133,4,8,79,79,NA,NA,NA,NA,NA,NA,NA,110,713,3474,1688,8377,1161,32719,55725,111620,78,332,1057,563,5524,749,6428,13209,28626,3,44,231,65,1069,96,2854,4993,10259,4.70048046112061,7.30192995071411,1.9881386756897,6.56948137283325,47.3297843933105,3.85713982582092,8.15306186676025,230.60823059082,5.44072008132935,7.43129968643188,112.05143737793,4.71895790100098,9.03324508666992,556.0751953125,6.32090330123901,7.05703687667847,77.0685501098633,4.34469509124756,10.3957109451294,2171.92602539062,7.68336963653564,10.9281845092773,3699.09155273438,8.21584224700928,11.6228551864624,7409.4677734375,8.91051387786865,4.35670900344849,5.17773246765137,1.64436721801758,5.80513477325439,22.038553237915,3.09279322624207,6.96319007873535,70.164909362793,4.25084829330444,6.33327960968018,37.3726043701172,3.62093782424927,8.61685752868652,366.689666748047,5.90451574325562,6.61873912811279,49.7195053100586,3.90639734268188,8.76841831207275,426.6982421875,6.056077003479,9.48865413665771,876.829040527344,6.77631187438965,10.2620706558228,1900.22778320312,7.54972887039185,1.0986123085022,0.199143543839455,-1.61372935771942,3.78418970108032,2.92077207565308,1.0718480348587,5.44241762161255,15.3340530395508,2.73007607460022,4.17438745498657,4.31477689743042,1.46204566955566,6.97447872161865,70.9614868164062,4.2621374130249,4.5643482208252,6.37259340286255,1.85200655460358,7.95647668838501,189.451904296875,5.24413537979126,8.51579189300537,331.441253662109,5.80345058441162,9.23591041564941,681.004577636719,6.52356910705566,0.485895216464996,-0.721762299537659,1976,1976,-2,-2,0,0,1,1,0,0,10,100
"201",1975,8,1,9.10000038146973,6.90000009536743,3.24807906150818,6.03214693069458,14.4616851806641,16.5110683441162,190.570404052734,77.4401321411133,4,8,79,79,NA,NA,NA,NA,NA,NA,NA,168,966,4266,2141,12212,1378,46143,88465,163427,97,446,1293,707,7909,916,8405,20960,41361,2,47,347,122,1445,108,3233,8168,14111,5.12396383285522,6.5665168762207,1.88198351860046,6.87316370010376,37.7574729919434,3.631183385849,8.35843181610107,166.742630004883,5.11645126342773,7.66902828216553,83.6840057373047,4.42704772949219,9.41017436981201,477.3232421875,6.16819381713867,7.22838830947876,53.8610725402832,3.986407995224,10.7395009994507,1803.56420898438,7.49751996994019,11.390362739563,3457.779296875,8.14838218688965,12.0041217803955,6387.77490234375,8.76214122772217,4.57471084594727,3.7913818359375,1.3327305316925,6.10031890869141,17.4325389862061,2.85833859443665,7.16472053527832,50.5387268066406,3.92273998260498,6.56103086471558,27.6340923309326,3.31905031204224,8.97575664520264,309.134429931641,5.7337760925293,6.82001638412476,35.803150177002,3.57803583145142,9.03658199310303,328.521270751953,5.79460144042969,9.95037078857422,819.251159667969,6.70839071273804,10.6300935745239,1616.65295410156,7.38811302185059,0.6931471824646,0.0781728178262711,-2.54883337020874,3.85014748573303,1.8370612859726,0.608167171478271,5.84932470321655,13.5629844665527,2.60734438896179,4.80402088165283,4.76854181289673,1.56204056739807,7.27586460113525,56.4798622131348,4.03388404846191,4.68213129043579,4.22133207321167,1.44015073776245,8.0811653137207,126.366363525391,4.83918523788452,9.00797939300537,319.257781982422,5.76599884033203,9.55471038818359,551.54833984375,6.3127293586731,0.501875281333923,-0.689403653144836,1976,1976,-1,-1,0,0,1,1,0,0,11,121
"202",1976,8,1,9.39999961853027,5.90000009536743,3.32795882225037,6.00248289108276,14.6263036727905,17.1716594696045,193.570037841797,78.8432540893555,4,8,79,79,NA,NA,NA,NA,NA,NA,NA,163,813,3505,1691,12611,1371,44721,97274,169922,121,411,1139,613,8558,925,7709,21488,41619,7,42,207,56,1468,114,2899,7613,12996,5.09375,6.2620701789856,1.83451080322266,6.70073127746582,31.2335166931152,3.4414918422699,8.16194534301758,134.653717041016,4.90270662307739,7.43307542800903,64.9641799926758,4.17383623123169,9.4423246383667,484.484466552734,6.18308544158936,7.22329568862915,52.6705436706543,3.96405625343323,10.7081985473633,1718.07385253906,7.44895887374878,11.4852867126465,3737.03442382812,8.22604751586914,12.0430946350098,6527.9970703125,8.78385543823242,4.79579067230225,4.64853096008301,1.53655123710632,6.01859331130981,15.7896375656128,2.75935387611389,7.03790616989136,43.7576560974121,3.77866649627686,6.41836500167847,23.5499954223633,3.15912556648254,9.05462169647217,328.777893066406,5.79538249969482,6.82979393005371,35.5362892150879,3.57055449485779,8.95014381408691,296.161346435547,5.69090461730957,9.97525024414062,825.517578125,6.71601057052612,10.6363124847412,1598.90246582031,7.37707281112671,1.94591009616852,0.268923252820969,-1.31332921981812,3.7376697063446,1.61353957653046,0.478430271148682,5.33271884918213,7.9524450302124,2.07347941398621,4.02535152435303,2.15138602256775,0.766112267971039,7.29165601730347,56.3970489501953,4.03241682052612,4.73619842529297,4.37960767745972,1.47695910930634,7.9721212387085,111.372650146484,4.71288156509399,8.93761253356934,292.473266601562,5.67837333679199,9.47239685058594,499.275238037109,6.21315765380859,0.482453644275665,-0.728870451450348,1976,1976,0,0,0,1,1,1,0,0,12,144
"203",1977,8,1,9.60000038146973,6.30000019073486,3.38278031349182,5.89761066436768,14.6512975692749,17.8411998748779,196.980224609375,85.0605010986328,4,8,79,79,NA,NA,NA,NA,NA,NA,NA,168,1037,4280,2086,14272,1766,48263,100355,181062,100,456,1220,638,9648,1183,6949,21179,42010,8,72,225,70,1385,108,2549,7823,12952,5.12396383285522,6.37147283554077,1.8518306016922,6.94408702850342,39.3286743164062,3.67195391654968,8.36170864105225,162.320861816406,5.08957481384277,7.64300346374512,79.1124572753906,4.3708701133728,9.56605529785156,541.271789550781,6.29392147064209,7.4764723777771,66.976318359375,4.20433902740479,10.7844209671021,1830.39514160156,7.51228713989258,11.51646900177,3806.0068359375,8.24433612823486,12.1065950393677,6866.85498046875,8.8344612121582,4.60517024993896,3.79254341125488,1.33303689956665,6.12249279022217,17.2939968109131,2.85035943984985,7.10660600662231,46.2690277099609,3.83447289466858,6.45833826065063,24.1964263916016,3.18620491027832,9.17450618743896,365.904571533203,5.90237236022949,7.07580900192261,44.8657875061035,3.80367565155029,8.84635257720947,263.543823242188,5.57421970367432,9.96076583862305,803.222778320312,6.68863201141357,10.6456632614136,1593.24743652344,7.3735294342041,2.0794415473938,0.303403466939926,-1.19269180297852,4.27666616439819,2.73063111305237,1.00453281402588,5.41610050201416,8.53322219848633,2.14396715164185,4.24849510192871,2.65478038787842,0.976361930370331,7.23345518112183,52.526725769043,3.96132206916809,4.68213129043579,4.09594678878784,1.40999794006348,7.84345626831055,96.6719284057617,4.57132291793823,8.96482372283936,296.690673828125,5.69268989562988,9.4690055847168,491.210205078125,6.19687223434448,0.487383186817169,-0.718704640865326,1976,1976,1,1,1,1,1,1,0,0,13,169
"204",1978,8,1,9.89999961853027,5.59999990463257,3.426433801651,5.74686670303345,14.6382455825806,18.3610591888428,195.029174804688,85.7193603515625,4,8,79,79,NA,NA,NA,NA,NA,NA,NA,194,1314,4244,2184,15744,1740,49448,104336,188222,151,564,1180,564,10989,1127,7092,24749,47441,10,58,190,52,1602,103,2644,8336,13763,5.26785802841187,7.21680545806885,1.97641241550446,7.18083143234253,48.8808364868164,3.88938546180725,8.35326194763184,157.876922607422,5.06181573867798,7.68891334533691,81.2448654174805,4.39746761322021,9.66421508789062,585.67724609375,6.37276887893677,7.46164035797119,64.7280502319336,4.17019462585449,10.8086767196655,1839.46704101562,7.51723098754883,11.5553712844849,3881.30224609375,8.26392555236816,12.1453771591187,7001.86376953125,8.85393142700195,5.01727962493896,5.61720418930054,1.72583401203156,6.33505439758301,20.9808158874512,3.04360842704773,7.07326984405518,43.8960342407227,3.7818238735199,6.33505439758301,20.9808158874512,3.04360842704773,9.30465030670166,408.791107177734,6.0132040977478,7.02731466293335,41.924430847168,3.73586869239807,8.86672306060791,263.822601318359,5.57527685165405,10.1165399551392,920.663513183594,6.82509469985962,10.7672424316406,1764.80651855469,7.47579622268677,2.30258512496948,0.372000277042389,-0.988860666751862,4.06044292449951,2.15760159492493,0.768997251987457,5.24702405929565,7.06800556182861,1.95557832717896,3.95124363899231,1.934401512146,0.659797966480255,7.37900829315186,59.5944442749023,4.08756256103516,4.63472890853882,3.83160281181335,1.34328317642212,7.8800482749939,98.3568725585938,4.5886025428772,9.02833843231201,310.099426269531,5.73689317703247,9.52973937988281,511.983978271484,6.23829317092896,0.514608860015869,-0.664348185062408,1976,1976,2,2,1,1,1,1,0,0,14,196
"205",1979,8,1,10.1000003814697,4.80000019073486,3.45362401008606,5.5103554725647,14.6006870269775,18.9879131317139,199.477722167969,89.4197998046875,4,8,79,79,NA,NA,NA,NA,NA,NA,NA,161,1448,4335,2101,18487,2130,49083,115930,202630,127,608,1279,617,12667,1315,7819,26212,51441,6,46,198,45,1720,99,2375,8380,13551,5.08140420913696,5.7743968963623,1.75343382358551,7.27793836593628,51.9337043762207,3.94996809959412,8.37447643280029,155.478317260742,5.04650640487671,7.65016889572144,75.3540878295898,4.32219839096069,9.8248233795166,663.051391601562,6.4968523979187,7.66387748718262,76.3941955566406,4.33590650558472,10.8012676239014,1760.40197753906,7.47329759597778,11.6607418060303,4157.92431640625,8.33277130126953,12.2191371917725,7267.49072265625,8.89116668701172,4.84418725967407,4.55495882034302,1.51621651649475,6.41017484664917,21.80641746521,3.08220434188843,7.15383386611938,45.8723831176758,3.82586336135864,6.42486906051636,22.1292095184326,3.09689831733704,9.44675540924072,454.312316894531,6.11878490447998,7.18159198760986,47.1635513305664,3.85362148284912,8.96431159973145,280.434844970703,5.63634157180786,10.1739721298218,940.114868164062,6.84600210189819,10.8481912612915,1844.9736328125,7.5202202796936,1.7917594909668,0.215194910764694,-1.53621113300323,3.82864141464233,1.64982771873474,0.500670850276947,5.28826713562012,7.10143232345581,1.96029651165009,3.80666255950928,1.61396181583405,0.478691905736923,7.45007944107056,61.689208984375,4.12210893630981,4.59511995315552,3.55071616172791,1.26714932918549,7.77275276184082,85.1813201904297,4.44478225708008,9.03360366821289,300.555572509766,5.70563268661499,9.51421546936035,486.017700195312,6.18624496459961,0.484659731388092,-0.72430819272995,1976,1976,3,3,1,1,1,1,0,0,15,225
"206",1980,8,1,9.80000019073486,5.90000009536743,3.50659704208374,5.22551727294922,14.3701725006104,19.8363380432129,205.322158813477,93.2899627685547,4,8,79,79,NA,NA,NA,NA,NA,NA,NA,182,1437,4374,2055,18007,1955,53131,110463,199590,106,688,1261,617,12833,1306,6607,24357,48290,4,56,152,44,1575,96,2094,7001,11543,5.20400667190552,6.28445863723755,1.83807969093323,7.27031278610229,49.6196022033691,3.90438604354858,8.38343334197998,151.034194946289,5.01750612258911,7.6280312538147,70.9591369628906,4.26210403442383,9.79851627349854,621.781616210938,6.43258905410767,7.5781455039978,67.5061340332031,4.21221828460693,10.8805160522461,1834.61303710938,7.51458883285522,11.6124362945557,3814.28662109375,8.24650859832764,12.2040205001831,6891.84130859375,8.83809375762939,4.66343927383423,3.66017937660217,1.29751217365265,6.53378868103027,23.7566356658936,3.16786193847656,7.13966035842896,43.5423202514648,3.77373337745667,6.42486906051636,21.3050060272217,3.05894207954407,9.4597749710083,443.123413085938,6.09384822845459,7.17472410202026,45.0961723327637,3.80879735946655,8.79588508605957,228.139663696289,5.4299578666687,10.1005744934082,841.047058105469,6.73464775085449,10.7849798202515,1667.45336914062,7.4190526008606,1.3862943649292,0.138119965791702,-1.97963261604309,4.02535152435303,1.93367958068848,0.659424722194672,5.02388048171997,5.24855899810791,1.65795361995697,3.78418970108032,1.51931965351105,0.418262630701065,7.36201047897339,54.3847389221191,3.9960834980011,4.5643482208252,3.31487941741943,1.19842123985291,7.64683151245117,72.3058090209961,4.2809042930603,8.85380840301514,241.744476318359,5.48788118362427,9.35383415222168,398.579711914062,5.98790740966797,0.469821661710739,-0.755402088165283,1976,1976,4,4,1,1,1,1,0,0,16,256
"207",1981,8,1,9.5,5.5,3.53605008125305,4.93636608123779,13.9695806503296,20.3834991455078,205.307815551758,89.6932525634766,4,8,79,79,NA,NA,NA,NA,NA,NA,NA,236,1316,4662,2284,21492,2322,58708,125444,223823,164,607,1391,706,15810,1629,7928,26912,55583,2,48,139,35,1837,122,2358,7691,12758,5.46383190155029,7.91642665863037,2.06893992424011,7.18235206604004,44.1441421508789,3.78746032714844,8.44719982147217,156.382965087891,5.05230808258057,7.73368358612061,76.6149063110352,4.338791847229,9.97543621063232,720.931518554688,6.58054399490356,7.75018405914307,77.8895874023438,4.35529232025146,10.9803314208984,1969.31176757812,7.58543920516968,11.7396144866943,4207.916015625,8.34472274780273,12.3186111450195,7507.958984375,8.92371940612793,5.09986639022827,5.50124549865723,1.70497453212738,6.40852880477905,20.3613185882568,3.01363706588745,7.2377781867981,46.6599540710449,3.84288620948792,6.55961513519287,23.6821918487549,3.16472339630127,9.66839790344238,530.33349609375,6.27350616455078,7.39572143554688,54.6434707641602,4.00082969665527,8.97815608978271,265.938262939453,5.58326435089111,10.20032787323,902.740966796875,6.80543565750122,10.9256324768066,1864.48620605469,7.53074073791504,0.6931471824646,0.067088358104229,-2.70174479484558,3.8712010383606,1.61012065410614,0.47630912065506,4.93447399139404,4.6626410484314,1.53958201408386,3.55534815788269,1.17404627799988,0.160456135869026,7.51588916778564,61.6206588745117,4.12099695205688,4.80402088165283,4.0923900604248,1.40912914276123,7.76556921005249,79.0971755981445,4.37067699432373,8.9478063583374,257.98828125,5.55291414260864,9.45391368865967,427.956665039062,6.05902194976807,0.489918500185013,-0.713516235351562,1976,1976,5,5,1,1,1,1,0,0,17,289
"208",1982,8,1,9.30000019073486,7.69999980926514,3.54394268989563,4.67081832885742,13.4571828842163,20.4144153594971,203.902145385742,93.0186004638672,4,8,79,79,NA,NA,NA,NA,NA,NA,NA,181,1343,4567,2255,21754,2040,52573,132547,224936,130,666,1441,718,16490,1426,7206,29227,57838,2,61,159,29,1822,122,2167,7705,12464,5.19849681854248,5.90814161300659,1.77633130550385,7.20266103744507,43.837760925293,3.78049564361572,8.42661190032959,149.074493408203,5.00444602966309,7.72090530395508,73.6069564819336,4.29873943328857,9.98755264282227,710.086853027344,6.56538724899292,7.62070512771606,66.5890045166016,4.19853925704956,10.8699579238892,1716.07043457031,7.44779253005981,11.7946929931641,4326.55517578125,8.37252712249756,12.3235712051392,7342.2861328125,8.90140533447266,4.86753463745117,4.24341678619385,1.44536876678467,6.50128984451294,21.739351272583,3.07912397384644,7.27309274673462,47.0366439819336,3.85092687606812,6.57646942138672,23.4367179870605,3.15430402755737,9.71050930023193,538.261108398438,6.28834390640259,7.26262855529785,46.5470161437988,3.84046292304993,8.88266944885254,235.215850830078,5.46050357818604,10.2828483581543,954.018005371094,6.86068248748779,10.9654016494751,1887.9287109375,7.54323577880859,0.6931471824646,0.0652833357453346,-2.72901844978333,4.11087369918823,1.99114167690277,0.688708186149597,5.06890439987183,5.19002532958984,1.64673852920532,3.36729574203491,0.946608364582062,-0.0548698268830776,7.50768995285034,59.4731178283691,4.085524559021,4.80402088165283,3.98228335380554,1.3818553686142,7.68109893798828,70.734489440918,4.25893306732178,8.94962501525879,251.504043579102,5.52745914459229,9.4306001663208,406.845733642578,6.0084342956543,0.493759572505951,-0.705706596374512,1976,1976,6,6,1,1,1,1,0,0,18,324
"209",1983,8,1,9.10000038146973,6.69999980926514,3.56774282455444,4.49956846237183,12.8923797607422,20.4235725402832,204.830078125,107.330833435059,4,8,79,79,NA,NA,NA,NA,NA,NA,NA,201,1311,3961,1743,22112,2012,47867,132455,219563,151,682,1489,756,16939,1385,6858,30821,59602,5,61,133,22,1951,131,1978,8178,12890,5.30330467224121,6.35974931716919,1.84998893737793,7.1785454750061,41.4807510375977,3.72522950172424,8.28425216674805,125.328193664551,4.83093595504761,7.46336317062378,55.1494674682617,4.01004695892334,10.0038757324219,699.635681152344,6.55055952072144,7.60688447952271,63.660774230957,4.15356874465942,10.7761812210083,1514.53784179688,7.32286548614502,11.7939987182617,4190.9482421875,8.34068202972412,12.2993946075439,6947.0927734375,8.84607887268066,5.01727962493896,4.77772188186646,1.56396389007568,6.52502965927124,21.5788497924805,3.07171368598938,7.30586004257202,47.1127700805664,3.85254406929016,6.62804126739502,23.9202499389648,3.17472529411316,9.7373743057251,535.959167480469,6.28405809402466,7.23345518112183,43.822151184082,3.78013944625854,8.83317089080811,216.990844726562,5.37985515594482,10.3359518051147,975.193176269531,6.88263559341431,10.9954442977905,1885.83959960938,7.54212856292725,1.60943794250488,0.158202722668648,-1.84387803077698,4.11087369918823,1.9300731420517,0.657557904720306,4.8903489112854,4.20819234848022,1.43703317642212,3.09104251861572,0.696091949939728,-0.362273514270782,7.57609748840332,61.7307014465332,4.12278127670288,4.8751974105835,4.14491128921509,1.42188143730164,7.58984136581421,62.5849952697754,4.13652563095093,9.00920295715332,258.75634765625,5.55588674545288,9.46420669555664,407.846588134766,6.01089096069336,0.44004037976265,-0.820888757705688,1976,1976,7,7,1,1,1,1,0,0,19,361
"210",1984,8,1,8.89999961853027,5.69999980926514,3.62776589393616,4.47950220108032,12.3028583526611,20.3785800933838,198.268203735352,110.255378723145,4,8,79,79,NA,NA,NA,NA,NA,NA,NA,179,1231,3593,1544,22905,1885,49090,127004,216477,143,721,1283,582,17447,1389,6787,31582,60789,8,80,153,29,2041,109,1798,8650,13366,5.18738603591919,5.59685468673706,1.72220480442047,7.11558198928833,38.4901008605957,3.65040111541748,8.18674278259277,112.343566894531,4.72156190872192,7.34213161468506,48.2767791748047,3.87695074081421,10.0391101837158,716.178527832031,6.57392930984497,7.54168319702148,58.9389419555664,4.07650184631348,10.8014106750488,1534.91394042969,7.33622980117798,11.751974105835,3971.07763671875,8.28679275512695,12.2852392196655,6768.66064453125,8.82005882263184,4.96284484863281,4.47123003005981,1.4976634979248,6.58063936233521,22.5437545776367,3.1154580116272,7.1569561958313,40.1160011291504,3.69177532196045,6.36647033691406,18.1975936889648,2.90128946304321,9.76692295074463,545.521362304688,6.30174207687378,7.2363395690918,43.4303398132324,3.77115821838379,8.82276439666748,212.211456298828,5.35758304595947,10.3603429794312,987.485229492188,6.89516162872314,11.0151643753052,1900.71057128906,7.54998302459717,2.0794415473938,0.250138759613037,-1.38573944568634,4.38202667236328,2.50138759613037,0.916845619678497,5.03043794631958,4.7839035987854,1.56525683403015,3.36729574203491,0.906752943992615,-0.0978852510452271,7.6211953163147,63.8166465759277,4.15601396560669,4.6913480758667,3.4081404209137,1.22616684436798,7.49443006515503,56.2186851501465,4.02924919128418,9.06531429290771,270.462524414062,5.60013341903687,9.50046920776367,417.919311523438,6.03528833389282,0.429724454879761,-0.844611048698425,1976,1976,8,8,1,1,1,1,0,0,20,400
